date,year,month,day,population,tot_case,Dose1_Complete,Series_Complete
2022-03-23,2022,3,23,334735155,77347759,253451340,215991000
2022-03-24,2022,3,24,334735155,77382670,253549171,216072602
2022-03-25,2022,3,25,334735155,77411548,253590212,216116969
2022-03-26,2022,3,26,334735155,77424596,253664534,216181902
2022-03-27,2022,3,27,334735155,77431078,253714194,216224632
2022-03-28,2022,3,28,334735155,77462707,253744229,216247742
2022-03-29,2022,3,29,334735155,77485266,253811529,216304895
2022-03-30,2022,3,30,334735155,77531388,253876818,216361937
2022-03-31,2022,3,31,334735155,77570535,253982229,216444322
2022-04-01,2022,4,1,334735155,77598978,254028093,216507008
2022-04-02,2022,4,2,334735155,77610636,254098049,216577325
2022-04-03,2022,4,3,334735155,77617221,254156548,216636837
2022-04-04,2022,4,4,334735155,77643560,254207666,216684531
2022-04-05,2022,4,5,334735155,77675124,254279325,216757084
2022-04-06,2022,4,6,334735155,77715429,254313206,216843953
2022-04-07,2022,4,7,334735155,77747081,254414424,216935520
2022-04-08,2022,4,8,334735155,77788348,254500180,217034898
2022-04-09,2022,4,9,334735155,77801967,254588312,217118188
2022-04-10,2022,4,10,334735155,77813295,254648254,217175185
2022-04-11,2022,4,11,334735155,77846963,254700689,217227211
2022-04-12,2022,4,12,334735155,77872842,254796237,217317195
2022-04-13,2022,4,13,334735155,77921704,254920294,217417860
2022-04-14,2022,4,14,334735155,77981505,255020553,217501890
