date,state,location,population,covid_rate,year,month,day,Series_Complete_Pop_Pct,age>=12,age>=18,age>=65,Janssen_num,Moderna_num,Pfizer_num
2020-12-14,Alaska,AK,733391,0.055364737227481656,2020,12,14,0.0,0.0,0.0,0.0,0,0,0
2020-12-15,Alaska,AK,733391,0.055735617153742,2020,12,15,0.0,0.0,0.0,0.0,0,0,0
2020-12-16,Alaska,AK,733391,0.05656873345868711,2020,12,16,0.0,0.0,0.0,0.0,0,0,0
2020-12-17,Alaska,AK,733391,0.057059603949325806,2020,12,17,0.0,0.0,0.0,0.0,0,0,0
2020-12-18,Alaska,AK,733391,0.0577236426408287,2020,12,18,0.0,0.0,0.0,0.0,0,0,0
2020-12-19,Alaska,AK,733391,0.05816678961154418,2020,12,19,0.0,0.0,0.0,0.0,0,0,0
2020-12-20,Alaska,AK,733391,0.05841222485686353,2020,12,20,0.0,0.0,0.0,0.0,0,0,0
2020-12-21,Alaska,AK,733391,0.05861402716968166,2020,12,21,0.0,0.0,0.0,0.0,0,0,0
2020-12-22,Alaska,AK,733391,0.0592098894041514,2020,12,22,0.0,0.0,0.0,0.0,0,0,0
2020-12-23,Alaska,AK,733391,0.05970348695307142,2020,12,23,0.0,0.0,0.0,0.0,0,0,0
2020-12-24,Alaska,AK,733391,0.0600730033501911,2020,12,24,0.0,0.0,0.0,0.0,0,0,0
2020-12-25,Alaska,AK,733391,0.06027616919214989,2020,12,25,0.0,0.0,0.0,0.0,0,0,0
2020-12-26,Alaska,AK,733391,0.06053251267059454,2020,12,26,0.0,0.0,0.0,0.0,0,0,0
2020-12-27,Alaska,AK,733391,0.06095247964591875,2020,12,27,0.0,0.0,0.0,0.0,0,0,0
2020-12-28,Alaska,AK,733391,0.06112155725936097,2020,12,28,0.0,0.0,0.0,0.0,0,0,0
2020-12-29,Alaska,AK,733391,0.061403807791478214,2020,12,29,0.0,0.0,0.0,0.0,0,0,0
2020-12-30,Alaska,AK,733391,0.06190285945696088,2020,12,30,0.0,0.0,0.0,0.0,0,0,0
2020-12-31,Alaska,AK,733391,0.06241009229728753,2020,12,31,0.0,0.0,0.0,0.0,0,0,0
2021-01-01,Alaska,AK,733391,0.06305095099339915,2021,1,1,0.0,0.0,0.0,0.0,0,0,0
2021-01-02,Alaska,AK,733391,0.06344501091505077,2021,1,2,0.0,0.0,0.0,0.0,0,0,0
2021-01-03,Alaska,AK,733391,0.06367408381068217,2021,1,3,0.0,0.0,0.0,0.0,0,0,0
2021-01-04,Alaska,AK,733391,0.06396587904678405,2021,1,4,0.0,0.0,0.0,0.0,0,0,0
2021-01-05,Alaska,AK,733391,0.06425085663718262,2021,1,5,0.0,0.0,0.0,0.0,0,0,0
2021-01-06,Alaska,AK,733391,0.06471445654500806,2021,1,6,0.0,0.0,0.0,0.0,0,0,0
2021-01-07,Alaska,AK,733391,0.06517396586541149,2021,1,7,0.0,0.0,0.0,0.0,0,0,0
2021-01-08,Alaska,AK,733391,0.06571801399253605,2021,1,8,0.0,0.0,0.0,0.0,0,0,0
2021-01-09,Alaska,AK,733391,0.06622797389114402,2021,1,9,0.0,0.0,0.0,0.0,0,0,0
2021-01-10,Alaska,AK,733391,0.06656612911802845,2021,1,10,0.0,0.0,0.0,0.0,0,0,0
2021-01-11,Alaska,AK,733391,0.06680474671764447,2021,1,11,0.0,0.0,0.0,0.0,0,0,0
2021-01-12,Alaska,AK,733391,0.06702018432186924,2021,1,12,0.0,0.0,0.0,0.0,0,0,0
2021-01-13,Alaska,AK,733391,0.06742106188922417,2021,1,13,0.0,0.0,0.0,0.0,0,0,0
2021-01-14,Alaska,AK,733391,0.06787375356392429,2021,1,14,0.0,0.0,0.0,0.0,0,0,0
2021-01-15,Alaska,AK,733391,0.06827054054385723,2021,1,15,0.0,0.0,0.0,0.0,0,0,0
2021-01-16,Alaska,AK,733391,0.06853642872628653,2021,1,16,0.0,0.0,0.0,0.0,0,0,0
2021-01-17,Alaska,AK,733391,0.06888821924457758,2021,1,17,0.0,0.0,0.0,0.0,0,0,0
2021-01-18,Alaska,AK,733391,0.06909002155739571,2021,1,18,0.0,0.0,0.0,0.0,0,0,0
2021-01-19,Alaska,AK,733391,0.06926318975825992,2021,1,19,0.0,0.0,0.0,0.0,0,0,0
2021-01-20,Alaska,AK,733391,0.06948271794990667,2021,1,20,0.0,0.0,0.0,0.0,0,0,0
2021-01-21,Alaska,AK,733391,0.0697540602488986,2021,1,21,0.0,0.0,0.0,0.0,0,0,0
2021-01-22,Alaska,AK,733391,0.07011539547117432,2021,1,22,0.0,0.0,0.0,0.0,0,0,0
2021-01-23,Alaska,AK,733391,0.0704440059940741,2021,1,23,0.0,0.0,0.0,0.0,0,0,0
2021-01-24,Alaska,AK,733391,0.07066762477314284,2021,1,24,0.0,0.0,0.0,0.0,0,0,0
